Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 288HP AUT,2012,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
SUBARU,TRIBECA,7P 5PTS 3.6L 6CIL 256HP AUT (CVT),2012,CVT,Gasolina,6,256.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,12.5,9.93,7.45,313.0,9.0,3,9
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT,2013,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 288HP AUT,2013,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 288HP AUT,2015,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT,2015,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT,2014,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
GMC,ACADIA,AWD 5PTS 3.6L 6CIL 288HP AUT,2014,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.43,10.18,7.64,305.0,12.0,3,9
VW,TOUAREG,5PTS 4.2L 8CIL 360HP TIPTRONIC 4MOTION,2016,TIPTRONIC,Gasolina,8,360.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),8.5,13.3,10.15,7.61,306.0,11.0,3,9
CHEVROLET,CAPTIVA SPORT,5PTS 3.6L 6CIL 257HP AUT,2011,AUT,Gasolina,6,257.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.42,13.18,10.05,7.54,309.0,21.0,3,7
CADILLAC,SRX,AWD 5PTS 3.6L 6CIL 308HP AUT,2016,AUT,Gasolina,6,308.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.41,13.39,10.1,7.58,308.0,12.0,3,9
CADILLAC,SRX,AWD 5PTS 3.6L 6CIL 308HP AUT,2015,AUT,Gasolina,6,308.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.41,13.39,10.1,7.58,308.0,12.0,3,9
CADILLAC,SRX,AWD 5PTS 3.6L 6CIL 308HP AUT,2014,AUT,Gasolina,6,308.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.41,13.39,10.1,7.58,308.0,12.0,3,9
MAZDA,CX-9,4X2 5PTS 3.7L 6CIL 274HP AUT,2011,AUT,Gasolina,6,274.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),8.4,13.0,9.99,7.49,311.0,24.0,3,7
TOYOTA,SIENNA,4X2 5PTS 3.5L 6CIL 266HP AUT,2012,AUT,Gasolina,6,266.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.4,12.7,9.91,7.43,314.0,12.0,3,9
INFINITI,FX35,4WD 5PTS 3.5L 6CIL 303HP AUT,2012,AUT,Gasolina,6,303.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.4,12.7,9.91,7.43,314.0,20.0,3,7
TOYOTA,SIENNA,4X2 5PTS 3.5L 6CIL 266HP AUT,2013,AUT,Gasolina,6,266.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.4,12.7,9.91,7.43,314.0,12.0,3,9
TOYOTA,SIENNA,4X2 5PTS 3.5L 6CIL 266HP AUT,2014,AUT,Gasolina,6,266.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.4,12.7,9.91,7.43,314.0,12.0,3,9
VW,TOUAREG,HIBRIDA 5PTS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2014,TIPTRONIC,Gasolina,6,379.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),8.4,11.76,10.97,8.22,283.0,24.0,4,6
MAZDA,CX9,WAGON 4X4 5PTS 3.7L 6CIL 273HP AUT,2015,AUT,Gasolina,6,273.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),8.4,12.9,9.96,7.47,312.0,21.0,3,7
VW,TOUAREG,5PTS 4.2L 8CIL 360HP TIP 4MOTION,2015,TIPTRONIC,Gasolina,8,360.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),8.4,13.3,10.07,7.55,309.0,11.0,3,9
VW,TOUAREG,5PTAS 4.2L 8CIL 360HP TIP 4MOTION,2017,TIPT,Gasolina,8,360.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),8.4,13.3,10.07,7.55,309.0,11.0,3,9
CHRYSLER,TOWN & COUNTRY,5PTS 3.6L 6CIL 283HP AUT,2011,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.32,13.14,9.96,7.47,312.0,13.0,3,8
MITSUBISHI,MONTERO,SPORT 4X2 5PTS 3.0L 6CIL 223HP AUT,2014,AUT,Gasolina,6,223.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),8.32,12.65,9.83,7.38,316.0,30.0,3,6
FORD,EXPEDITION,5PTAS 3.5L 6CIL 365HP AUT BITURBO ECOBOOST,2017,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.32,12.98,9.92,7.44,313.0,6.0,3,9
PORSCHE,CAYENNE,GTS 3.6 440 HP TIP TRACCION INTEGRAL,2016,TIPT,Gasolina,6,440.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.3,13.1,9.94,7.45,313.0,15.0,3,8
PORSCHE,CAYENNE,GTS 3.6 440 HP TIP TRACCION INTEGRAL,2017,TIPT,Gasolina,6,440.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.3,13.1,9.94,7.45,313.0,15.0,3,8
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT,2011,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.29,13.14,9.94,7.46,313.0,9.0,3,9
BUICK,ENCLAVE,AWD 5PTS 3.6L 6CIL 288HP AUT,2012,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.29,13.14,9.94,7.46,313.0,12.0,3,9
AUDI,Q7,5PTS 3.0L 6CIL 333HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,6,333.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),8.2,12.6,9.73,7.3,320.0,20.0,3,7
VW,TOUAREG,5PTAS 3.6L 6CIL 280HP TIP 4MOTION,2016,TIPT,Gasolina,6,280.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.2,13.0,9.83,7.38,316.0,33.0,3,6
VW,TOUAREG,5PTAS 3.6L 6CIL 280HP TIP 4MOTION,2017,TIPT,Gasolina,6,280.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.2,13.0,9.83,7.38,316.0,33.0,3,6
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT,2015,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.19,13.51,11.29,8.47,275.0,8.0,4,9
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.17,13.6,9.96,7.47,312.0,6.0,3,9
DODGE,JOURNEY,SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT,2012,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.15,13.57,9.94,7.45,313.0,13.0,3,8
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT,2012,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.15,13.57,9.94,7.45,313.0,13.0,3,8
DODGE,JOURNEY,SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT,2013,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.15,13.57,9.94,7.45,313.0,13.0,3,8
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT,2013,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.15,13.57,9.94,7.45,313.0,13.0,3,8
BMW,X3,xDRIVE 28iA 5PTS 3.0L 6CIL 258HP AUT STEPTRONIC,2011,AUT,Gasolina,6,258.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),8.13,14.08,11.38,8.53,273.0,15.0,4,6
AUDI,Q5,4X4 5PTS 3.2L 6CIL 270HP S TRONIC QUATTRO FSI,2012,S TRONIC,Gasolina,6,270.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),8.13,13.16,11.15,8.36,279.0,36.0,4,6
AUDI,Q7,5PTS 3.0L 6CIL 333HP TIPTRONIC QUATTRO FSI TURBO,2013,TIPTRONIC,Gasolina,6,333.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),8.13,12.64,11.01,8.26,282.0,32.0,4,6
DODGE,JOURNEY,SXT 5PTS 3.6L 6CIL 283HP AUT,2011,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.12,13.04,9.78,7.34,318.0,4.0,3,9
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT,2011,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),8.12,13.04,9.78,7.34,318.0,4.0,3,9
PORSCHE,CAYENNE,S 5PTS 4.8L 8CIL 400HP TIP QUATTRO,2013,TIP,Gasolina,8,400.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),8.12,12.95,9.76,7.32,319.0,12.0,3,9
PORSCHE,CAYENNE,GTS 5PTS 4.8L 8CIL 420HP TIP QUATTRO,2013,TIP,Gasolina,8,420.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),8.12,12.95,9.76,7.32,319.0,12.0,3,9
FORD,EXPLORER,4WD 5PTAS 3.5L 6CIL 290HP AUT,2017,AUT,Gasolina,6,290.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.11,12.78,9.71,7.28,320.0,12.0,3,9
FORD,EXPLORER,4WD 4PTAS 3.5L 6CIL 290HP AUT,2018,AUT,Gasolina,6,290.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.11,12.78,9.71,7.28,320.0,12.0,3,9
MITSUBISHI,MONTERO,5PTS 3.8L 6CIL 247HP AUT,2011,AUT,Gasolina,6,247.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),8.1,11.26,9.27,6.95,335.0,17.0,2,8
MITSUBISHI,MONTERO,4X4 5PTS 3.8L 6CIL 247HP AUT,2012,AUT,Gasolina,6,247.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),8.1,11.26,9.27,6.95,335.0,17.0,2,8
MITSUBISHI,MONTERO,4X4 5PTS 3.8L 6CIL 247HP AUT,2013,AUT,Gasolina,6,247.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),8.1,11.26,9.27,6.95,335.0,17.0,2,8
TOYOTA,HIGHLANDER,4WD 5PTS 3.5L 6CIL 270HP AUT,2014,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.1,10.6,9.06,6.8,343.0,6.0,1,9
TOYOTA,HIGHLANDER,2WD 5PTS 3.5L 6CIL 270HP AUT,2014,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.1,10.6,9.06,6.8,343.0,6.0,1,9
JEEP,LIBERTY,4x2 5PTS 3.7L 6CIL 210HP AUT,2011,AUT,Gasolina,6,210.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),8.05,12.84,9.67,7.26,321.0,46.0,3,5
CHEVROLET,SUBURBAN,LS 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),8.04,13.99,9.94,7.46,313.0,19.0,3,7
CHEVROLET,SUBURBAN,LT 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),8.04,13.99,9.94,7.46,313.0,19.0,3,7
CHEVROLET,SUBURBAN,LS 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),8.04,13.99,9.94,7.46,313.0,19.0,3,7
CHEVROLET,SUBURBAN,LT 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),8.04,13.99,9.94,7.46,313.0,19.0,3,7
CHEVROLET,SUBURBAN,2WD 5PTS 5.3L 8CIL 355HP AUT (R18),2015,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),8.04,13.99,9.94,7.46,313.0,19.0,3,7
DODGE,H100,WAGON (PASAJEROS) 5PTS 2.5L 4CIL 99HP MAN,2011,M5,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),8.0,11.62,10.62,7.97,337.0,444.0,2,6
DODGE,H100,WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2012,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),8.0,11.62,10.62,7.97,337.0,444.0,2,6
DODGE,H100,WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2013,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),8.0,11.62,10.62,7.97,337.0,444.0,2,6
PORSCHE,CAYENNE,S 5PTS 4.8L 8CIL 400HP TIP TRACCION INTEGRAL,2015,TIPTRONIC,Gasolina,8,400.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),8.0,12.7,9.6,7.2,324.0,13.0,2,8
PORSCHE,CAYENNE,GTS 5PTS 4.8L 8CIL 420HP TIP TRACCION INTEGRAL,2015,TIPTRONIC,Gasolina,8,420.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),8.0,12.7,9.6,7.2,324.0,13.0,2,8
FORD,EDGE,5PTS 3.5L 6CIL 280HP AUT,2015,AUT,Gasolina,6,280.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),8.0,11.4,9.24,6.93,336.0,2.0,2,9
DODGE,H100,WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2014,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),8.0,11.63,10.62,7.97,336.0,444.0,2,6
FORD,EXPLORER,INTERCEPTOR 3.7L 6CIL 305HP AUT,2017,AUT,Gasolina,6,305.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.99,12.55,9.55,7.16,325.0,12.0,2,9
FORD,EXPLORER INTERCEPTOR,4PTAS 3.7L 6CIL 305HP AUT,2018,AUT,Gasolina,6,305.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.99,12.55,9.55,7.16,325.0,12.0,2,9
CHEVROLET,TAHOE,PREMIER 4X4 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.98,13.76,9.84,7.38,316.0,17.0,3,8
JEEP,CHEROKEE,4X4 5PTS 3.2L 6CIL 271HP AUT,2014,AUT,Gasolina,6,271.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),7.97,13.46,9.76,7.32,318.0,16.0,3,8
DODGE,DURANGO,SXT 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.94,12.97,9.62,7.21,323.0,18.0,2,8
DODGE,DURANGO,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.94,12.97,9.62,7.21,323.0,18.0,2,8
JEEP,GRAND CHEROKEE,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.94,12.97,9.62,7.21,323.0,6.0,2,9
JEEP,GRAND CHEROKEE,OVERLAND 4X2 5PTS 3.6L 6CIL 290HP AUT,2014,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.94,12.97,9.62,7.21,323.0,6.0,2,9
DODGE,DURANGO,5PTS 3.6L 6CIL 290HP AUT,2012,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.92,13.24,9.67,7.25,322.0,18.0,3,8
DODGE,DURANGO,4X2 5PTS 3.6L 6CIL 290HP AUT,2013,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.92,13.24,9.67,7.25,322.0,18.0,3,8
CHEVROLET,TAHOE,5PTS 5.3L 8CIL 355HP AUT,2015,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.91,13.44,9.71,7.28,320.0,20.0,3,7
CHEVROLET,TAHOE,LS 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.91,13.44,9.7,7.28,320.0,20.0,3,7
CHEVROLET,TAHOE,LT 4X2 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.91,13.44,9.7,7.28,320.0,20.0,3,7
CHEVROLET,TAHOE,LT 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.91,13.44,9.7,7.28,320.0,20.0,3,7
CHEVROLET,TAHOE,LS 4X2 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.91,13.44,9.7,7.28,320.0,20.0,3,7
MAZDA,CX-9,4X4 5PTS 3.7L 6CIL 274HP AUT,2011,AUT,Gasolina,6,274.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.9,12.2,9.39,7.04,331.0,24.0,2,7
LAND ROVER,RANGE ROVER,EVOQUE 3PTS 2.0L 4CIL 237HP AUT,2012,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
LAND ROVER,RANGE ROVER,EVOQUE 5PTS 2.0L 4CIL 237HP AUT,2012,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
LAND ROVER,RANGE ROVER,EVOQUE 5PTS 2.0L 4CIL 237HP AUT,2013,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
LAND ROVER,RANGE ROVER,EVOQUE 3PTS 2.0L 4CIL 237HP AUT,2013,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
JEEP,CHEROKEE,4X4 5PTS 3.2L 6CIL 271HP AUT,2015,AUT,Gasolina,6,271.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.4,11.02,8.26,282.0,18.0,4,8
LAND ROVER,RANGE ROVER,EVOQUE 5PTS 2.0L 4CIL 237HP AUT,2014,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
LAND ROVER,RANGE ROVER,EVOQUE 3PTS 2.0L 4CIL 237HP AUT,2014,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.9,13.5,11.04,8.28,282.0,25.0,4,6
JEEP,WRANGLER,SPORT 4X4 3PTS 3.6L 6CIL 285HP MAN,2015,MAN,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.96,10.64,7.98,292.0,11.0,3,9
JEEP,WRANGLER,SPORT 4X4 2PTS 3.6L 6CIL 285HP MAN,2014,MAN,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.96,9.32,6.99,333.0,19.0,2,7
DODGE,DURANGO,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT,2015,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.9,12.9,10.89,8.17,285.0,18.0,4,8
PORSCHE,CAYENNE,TURBO 5PTAS 4.8L 8CIL 520HP BITURBO TIP TRACCION INTEGRAL,2016,TIPT,Gasolina,8,520.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.9,9.31,6.98,334.0,18.0,2,8
PORSCHE,CAYENNE,TURBO S 4.8.L 570HP TIP TRACCION INTEGRAL,2016,TIPT,Gasolina,8,570.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.9,12.0,9.34,7.0,333.0,19.0,2,7
JEEP,WRANGLER,SPORT 4X4 3/5PTAS 3.6L 6CIL 285HP MAN,2016,MAN,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.96,9.32,6.99,333.0,11.0,2,9
PORSCHE,CAYENNE,TURBO 5PTAS 4.8L 8CIL 520HP BITURBO TIP TRACCION INTEGRAL,2017,TIPT,Gasolina,8,520.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.9,9.31,6.98,334.0,18.0,2,8
PORSCHE,CAYENNE,TURBO S 4.8.L 570HP TIP TRACCION INTEGRAL,2017,TIPT,Gasolina,8,570.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.9,12.0,9.34,7.0,333.0,19.0,2,7
HYUNDAI,SANTA FE,AWD 5PTAS 2.4L 4CIL 190HP AUT,2017,AUT,Gasolina,4,190.0,2.4,CAMIONETAS DE USO MULTIPLE (SUV),7.9,11.0,9.05,6.79,344.0,11.0,1,9
MERCEDES,SPRINTER,515 5PTAS 2.1L 4CIL 150HP TURBO MAN DIÉSEL,2018,MAN,Diesel,4,150.0,2.148,CAMIONETAS DE USO MULTIPLE (SUV),7.87,9.59,9.85,7.39,363.0,271.0,1,6
CHEVROLET,EXPRESS,CARGO VAN 4PTS 4.3L 6CIL 195HP AUT,2011,AUT,Gasolina,6,195.0,4.3,CAMIONETAS DE USO MULTIPLE (SUV),7.87,11.73,9.24,6.93,337.0,19.0,2,7
CHEVROLET,EXPRESS,CARGO VAN 5PTS 4.3L 6CIL 195HP AUT,2014,AUT,Gasolina,6,195.0,4.3,CAMIONETAS DE USO MULTIPLE (SUV),7.87,11.69,9.23,6.92,337.0,12.0,2,9
CHEVROLET,EXPRESS,CARGO VAN 4PTS 4.3L 6CIL 195HP AUT,2013,AUT,Gasolina,6,195.0,4.3,CAMIONETAS DE USO MULTIPLE (SUV),7.87,11.73,9.24,6.93,337.0,12.0,2,9
CHEVROLET,TRAVERSE,5PTAS 3.6L 6CIL 281HP AUT,2017,AUT,Gasolina,6,281.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.86,13.09,9.59,7.19,324.0,6.0,2,9
CHEVROLET,SUBURBAN,LTZ 4X4 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.86,13.87,9.77,7.32,318.0,20.0,3,7
CHEVROLET,SUBURBAN,PREMIER 4X4 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.86,13.87,9.77,7.32,318.0,20.0,3,7
CHEVROLET,SUBURBAN,2WD 5PTS 5.3L 8CIL 355HP AUT (R20),2015,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.85,13.87,9.76,7.32,319.0,20.0,3,7
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 280HP AUT,2011,AUT,Gasolina,6,280.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.84,12.5,9.42,7.07,330.0,25.0,2,6
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 290HP AUT,2012,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.84,12.5,9.42,7.07,330.0,26.0,2,6
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 290HP AUT,2013,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.84,12.5,9.42,7.07,330.0,26.0,2,6
MITSUBISHI,MONTERO,LIMITED 5PTAS 3.8L 6CIL 247HP AUT,2016,AUT,Gasolina,6,247.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),7.83,11.35,9.1,6.83,342.0,29.0,2,6
AUDI,Q7,5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2014,TIPTRONIC,Diesel,8,340.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),7.81,12.2,10.64,7.98,336.0,301.0,2,6
DODGE,H100,VAN 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2014,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.81,11.76,10.52,7.89,340.0,444.0,2,6
DODGE,H100,VAN (CARGA) 5PTS 2.5L 4CIL 99HP MAN,2011,M5,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.81,11.76,10.51,7.88,340.0,444.0,2,6
DODGE,H100,VAN 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2012,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.81,11.76,10.51,7.88,340.0,444.0,2,6
AUDI,Q7,4X4 5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2012,TIP,Diesel,8,340.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),7.81,12.2,10.64,7.98,336.0,309.0,2,6
DODGE,H100,VAN 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,2013,MAN,Diesel,4,99.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.81,11.76,10.51,7.88,340.0,444.0,2,6
JEEP,GRAND CHEROKEE,4X2 5PTS 3.6L 6CIL 290HP AUT,2015,AUT,Gasolina,6,290.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.81,12.5,10.72,8.04,290.0,24.0,3,7
NISSAN,PATHFINDER,4X2 5PTS 4.0L 6CIL 266HP AUT,2011,AUT,Gasolina,6,266.0,4.0,CAMIONETAS DE USO MULTIPLE (SUV),7.8,12.7,9.44,7.08,329.0,14.0,2,8
